DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
131407448,02/22/2013,02/21/2013,1700,14,Pacific,1466,310,BURGLARY,1607 0344,46,M,W,501,SINGLE FAMILY DWELLING,219,SCREWDRIVER,IC,Invest Cont,310,,,,6400    RIGGS                        PL,,"(33.9783, -118.3991)"
130111421,04/30/2013,04/29/2013,1430,01,Central,0131,310,BURGLARY,0321 1607 1251,29,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 S  FIGUEROA                     ST,,"(34.0578, -118.252)"
130113149,05/25/2013,05/25/2013,1230,01,Central,0101,310,BURGLARY,1607 0344 0321,47,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    FIGUEROA                     TR,,"(34.0663, -118.2441)"
130123569,11/07/2013,11/07/2013,0900,01,Central,0105,310,BURGLARY,1607 0344 1202,63,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400    SAVOY                        ST,,"(34.0695, -118.2324)"
130204052,01/01/2013,01/01/2013,0930,02,Rampart,0299,310,BURGLARY,0344,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    TOBERMAN                     ST,,"(34.0398, -118.278)"
130204406,01/07/2013,01/07/2013,1630,02,Rampart,0231,310,BURGLARY,1822 1402 0352 0906 1202 1601 0321 0344,65,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,200 N  VENDOME                      ST,,"(34.0734, -118.2812)"
130204584,01/11/2013,01/10/2013,1200,02,Rampart,0235,310,BURGLARY,0358 0324 0344,38,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,200 S  PARK VIEW                    ST,,"(34.0672, -118.2741)"
130204598,01/10/2013,01/10/2013,0545,02,Rampart,0202,310,BURGLARY,1601 0344,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  HOOVER                       ST,,"(34.0877, -118.2845)"
130205229,01/21/2013,01/21/2013,1300,02,Rampart,0202,310,BURGLARY,1607 0344 0321,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  MADISON                      AV,,"(34.0877, -118.2893)"
130205374,01/24/2013,01/23/2013,2320,02,Rampart,0217,310,BURGLARY,0344,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400 N  WESTLAKE                     AV,,"(34.0698, -118.2665)"
130205538,01/25/2013,01/25/2013,0750,02,Rampart,0236,310,BURGLARY,1607 0344 0352,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 N  ALVARADO                     ST,,"(34.068, -118.2695)"
130205870,02/01/2013,02/01/2013,0730,02,Rampart,0289,310,BURGLARY,0344 0358 1822 0352 1607,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  12TH                         ST,,"(34.0454, -118.2742)"
130206316,02/09/2013,02/08/2013,0815,02,Rampart,0275,310,BURGLARY,0344,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 S  BONNIE BRAE,,"(34.0524, -118.2765)"
130209071,03/28/2013,03/28/2013,0100,02,Rampart,0238,310,BURGLARY,1601 0344,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 S  BIXEL                        ST,,"(34.0606, -118.2568)"
130209686,04/07/2013,04/06/2013,2200,02,Rampart,0237,310,BURGLARY,1607 0358 0344,27,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500    COLTON                       ST,,"(34.0644, -118.26)"
130210462,04/19/2013,04/18/2013,0830,02,Rampart,0201,310,BURGLARY,0344 0358 0321 0352 1607,48,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    HELIOTROPE                   DR,,"(34.0881, -118.295)"
130210466,04/19/2013,04/18/2013,0930,02,Rampart,0201,310,BURGLARY,0344 0358 0321 0352 1607,86,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    HELIOTROPE                   DR,,"(34.0881, -118.295)"
130210546,04/21/2013,04/13/2013,1000,02,Rampart,0219,310,BURGLARY,0344 1606,69,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300    KELLAM                       AV,,"(34.0698, -118.2528)"
130211117,04/29/2013,04/27/2013,1500,02,Rampart,0238,310,BURGLARY,0344,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  TEMPLE                       ST,,"(34.0678, -118.259)"
130211756,05/08/2013,05/08/2013,1200,02,Rampart,0201,310,BURGLARY,1202 0100 0380 1221 0352 0344 1606,75,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,900 N  KENMORE                      AV,,"(34.088, -118.297)"
130211939,05/11/2013,05/10/2013,2013,02,Rampart,0238,310,BURGLARY,0344 0352 1221,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  TEMPLE                       ST,,"(34.0678, -118.259)"
130212844,05/25/2013,05/24/2013,1830,02,Rampart,0281,310,BURGLARY,0344,70,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 S  WESTLAKE                     AV,,"(34.0498, -118.2797)"
130212856,05/25/2013,04/07/2013,0800,02,Rampart,0237,310,BURGLARY,1608 1607 1601 1609 0344 0321 0358 1202,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200    WELCOME                      ST,,"(34.0644, -118.262)"
130212970,05/27/2013,05/27/2013,0001,02,Rampart,0238,310,BURGLARY,0344 0377,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300    DOUGLAS                      ST,,"(34.0647, -118.2583)"
130213039,05/28/2013,05/28/2013,1245,02,Rampart,0204,310,BURGLARY,0358 0352 1221 1607 0344,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    SANBORN                      AV,,"(34.0883, -118.2831)"
130214144,06/14/2013,06/14/2013,0930,02,Rampart,0201,310,BURGLARY,0352 1607 0344 1221,56,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  KENMORE                      AV,,"(34.088, -118.297)"
130214598,06/22/2013,06/22/2013,1720,02,Rampart,0204,310,BURGLARY,1822,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    SANBORN                      AV,,"(34.0883, -118.2831)"
130214644,06/23/2013,06/22/2013,1500,02,Rampart,0217,310,BURGLARY,0358 0352 1221 0321 0344,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    SANTA YNEZ                   ST,,"(34.0748, -118.2633)"
130214645,06/23/2013,06/22/2013,1300,02,Rampart,0216,310,BURGLARY,1221 1259 0352 0344 0358,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    WATERLOO                     ST,,"(34.0756, -118.2683)"
130214989,06/28/2013,06/27/2013,2030,02,Rampart,0205,310,BURGLARY,1602 0344,73,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 N  OCCIDENTAL                   BL,,"(34.0769, -118.2758)"
130215322,07/05/2013,07/04/2013,0700,02,Rampart,0236,310,BURGLARY,1609 0344,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 N  BONNIE BRAE                  ST,,"(34.067, -118.2671)"
130215422,07/06/2013,03/01/2013,1200,02,Rampart,0201,310,BURGLARY,0358 1221 0352 0344,51,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  EDGEMONT                     ST,,"(34.0836, -118.296)"
130215945,07/16/2013,07/16/2013,0100,02,Rampart,0238,310,BURGLARY,0344 1602 1402,40,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,300    DOUGLAS                      ST,,"(34.0647, -118.2583)"
130215980,07/17/2013,07/16/2013,1130,02,Rampart,0205,310,BURGLARY,0321 0344 0369 0100 1606 0380 1221 1202 0352,77,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 N  CORONADO                     ST,,"(34.0767, -118.2707)"
130216606,07/29/2013,07/27/2013,1600,02,Rampart,0204,310,BURGLARY,1607 0344 0358 0321,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    MANZANITA                    ST,,"(34.0884, -118.2842)"
130216794,08/02/2013,07/26/2013,1600,02,Rampart,0295,310,BURGLARY,0358 1607 0352 1221 0344,26,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 S  BURLINGTON                   AV,,"(34.0404, -118.2822)"
130216963,08/05/2013,07/26/2013,1200,02,Rampart,0261,310,BURGLARY,0352 1606 0344,55,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    GRAND VIEW                   ST,,"(34.0559, -118.28)"
130217294,08/11/2013,08/10/2013,2200,02,Rampart,0204,310,BURGLARY,1602 1251 0344,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    MANZANITA                    ST,,"(34.0884, -118.2842)"
130217436,08/13/2013,07/29/2013,0800,02,Rampart,0205,310,BURGLARY,0344 1606,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700    ROBINSON                     ST,,"(34.0804, -118.2791)"
130217446,08/14/2013,08/14/2013,1100,02,Rampart,0204,310,BURGLARY,0314 0202 0381,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    MALTMAN                      AV,,"(34.0833, -118.2814)"
130217873,08/22/2013,08/22/2013,2005,02,Rampart,0205,310,BURGLARY,1822 0344 1601,36,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,800 N  VENDOME                      ST,,"(34.0811, -118.2763)"
130218340,08/31/2013,08/29/2013,1000,02,Rampart,0202,310,BURGLARY,1202 0352 1221 1602 1607 0358 1414 0344,82,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  HOOVER                       ST,,"(34.0877, -118.2845)"
130218435,09/03/2013,08/30/2013,2000,02,Rampart,0211,310,BURGLARY,0358 1414 0344 1609,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 N  MARIPOSA                     AV,,"(34.0813, -118.2992)"
130218783,09/09/2013,09/04/2013,1030,02,Rampart,0204,310,BURGLARY,0344 1607,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300    EDGECLIFFE                   DR,,"(34.0893, -118.2785)"
130218803,09/10/2013,09/09/2013,0730,02,Rampart,0236,310,BURGLARY,0344 0358 1602,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    MIRAMAR                      ST,,"(34.0616, -118.2675)"
130219010,09/14/2013,09/13/2013,1630,02,Rampart,0201,310,BURGLARY,0344,33,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000 N  BERENDO                      ST,,"(34.0895, -118.2939)"
130219267,09/18/2013,09/18/2013,1200,02,Rampart,0215,310,BURGLARY,0344 0352 1606 0321 0906,49,M,A,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,300 N  RENO                         ST,,"(34.0745, -118.2793)"
130219307,09/19/2013,09/19/2013,0800,02,Rampart,0216,310,BURGLARY,1822 0359 0314 0906,54,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,800    CORONADO                     TR,,"(34.076, -118.2692)"
130219634,09/26/2013,09/23/2013,0900,02,Rampart,0218,310,BURGLARY,1606 0344,22,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  KENSINGTON                   RD,,"(34.0729, -118.254)"
130219677,09/26/2013,09/26/2013,1020,02,Rampart,0202,310,BURGLARY,1822 0344 0321,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    WILLOW BROOK                 AV,,"(34.0897, -118.2893)"
130220228,10/08/2013,09/23/2013,1200,02,Rampart,0204,310,BURGLARY,1607 0344 1606,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    PLATA                        ST,,"(34.0777, -118.2821)"
130220622,10/16/2013,10/15/2013,2240,02,Rampart,0204,310,BURGLARY,1602 0417 0352 0344,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    MANZANITA                    ST,,"(34.0884, -118.2842)"
130221078,10/24/2013,10/16/2013,0800,02,Rampart,0299,310,BURGLARY,0344 1606,36,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    TOBERMAN                     ST,,"(34.0388, -118.2786)"
130221110,10/25/2013,10/24/2013,0700,02,Rampart,0248,310,BURGLARY,0344 0352 1221,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300    COLUMBIA                     AV,,"(34.0594, -118.2644)"
130221141,10/25/2013,10/25/2013,1840,02,Rampart,0233,310,BURGLARY,1402 0330 1605 0344,57,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,200 N  BENTON                       WY,,"(34.0713, -118.2767)"
130221225,10/27/2013,10/26/2013,2210,02,Rampart,0201,310,BURGLARY,1601 0344,58,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  EDGEMONT                     ST,,"(34.088, -118.296)"
130221484,11/01/2013,10/30/2013,1900,02,Rampart,0203,310,BURGLARY,1822 0344 1602 1402,32,F,H,501,SINGLE FAMILY DWELLING,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,310,998,,,4100    MONROE                       ST,,"(34.0856, -118.2868)"
130221644,11/05/2013,11/02/2013,0001,02,Rampart,0217,310,BURGLARY,0344 1607 1221 0352,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  TEMPLE                       ST,,"(34.0698, -118.2665)"
130221742,11/07/2013,11/02/2013,2100,02,Rampart,0236,310,BURGLARY,1601 0344,49,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 S  MOUNTAIN VIEW                AV,,"(34.0664, -118.2697)"
130221793,11/08/2013,11/07/2013,1400,02,Rampart,0218,310,BURGLARY,0344 0358 1221 0352 1607,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000 W  EDGEWARE                     RD,,"(34.0715, -118.2539)"
130221927,11/10/2013,11/09/2013,1730,02,Rampart,0218,310,BURGLARY,0344 0352 1221 1202,68,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400    ALLISON                      AV,,"(34.0735, -118.2526)"
130222147,11/14/2013,10/29/2013,2300,02,Rampart,0202,310,BURGLARY,0344 1606,27,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    NORMAL                       AV,,"(34.0867, -118.2869)"
130222601,11/23/2013,11/23/2013,0730,02,Rampart,0219,310,BURGLARY,1402 0907 0314 1606,36,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,700 E  EDGEWARE                     RD,,"(34.0681, -118.2537)"
130223001,12/02/2013,12/01/2013,1600,02,Rampart,0201,310,BURGLARY,1202 0358 1607,83,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  ALEXANDRIA                   AV,,"(34.0836, -118.2978)"
130223340,12/09/2013,12/05/2013,1100,02,Rampart,0266,310,BURGLARY,1606 0344,27,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    BEACON                       AV,,"(34.0529, -118.2733)"
130223686,12/16/2013,12/16/2013,0335,02,Rampart,0202,310,BURGLARY,1402 0358,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4400    LOCKWOOD                     AV,,"(34.0887, -118.2893)"
130223843,12/18/2013,12/18/2013,1500,02,Rampart,0212,310,BURGLARY,1822 0344 1307 1609 0342,41,M,W,501,SINGLE FAMILY DWELLING,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,310,,,,300 N  WESTMORELAND                 AV,,"(34.0764, -118.288)"
130300516,01/20/2013,01/11/2013,1400,03,Southwest,0395,310,BURGLARY,1602 0321 0344 1402 1607 1202,93,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1900 W  41ST                         ST,,"(34.0099, -118.3138)"
130300536,01/26/2013,01/26/2013,1100,03,Southwest,0375,310,BURGLARY,1607 0344,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    RODEO                        RD,,"(34.0183, -118.3132)"
130300564,02/08/2013,02/08/2013,1615,03,Southwest,0353,310,BURGLARY,0321 0344 1609,77,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3600    CHESAPEAKE                   AV,,"(34.0215, -118.3452)"
130300580,02/23/2013,02/23/2013,0600,03,Southwest,0375,310,BURGLARY,1607 1402 0344,36,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3800 S  GRAMERCY                     PL,,"(34.0174, -118.3132)"
130300647,04/12/2013,04/12/2013,0730,03,Southwest,0353,310,BURGLARY,1609 0321 0344 0352 1402,35,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,3600    SOMERSET                     DR,,"(34.0222, -118.3373)"
130300699,05/11/2013,05/11/2013,0150,03,Southwest,0331,310,BURGLARY,0906 0321 1402,53,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310,998,,,2900    WEST VIEW                    ST,,"(34.0283, -118.3492)"
130300727,05/24/2013,05/24/2013,0630,03,Southwest,0332,310,BURGLARY,0344 1402,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,998,,,2800    WEST                         BL,,"(34.0311, -118.3417)"
130300767,06/13/2013,06/13/2013,0810,03,Southwest,0393,310,BURGLARY,0342 0344 1402 1607 1602,30,M,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,4000    8TH                          AV,,"(34.0063, -118.3257)"
130300799,06/30/2013,06/29/2013,1800,03,Southwest,0335,310,BURGLARY,0344 1602 1607 0358,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    4TH                          AV,,"(34.0287, -118.3212)"
130300923,08/15/2013,08/15/2013,1350,03,Southwest,0341,310,BURGLARY,0352 1607,48,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,5600    ALADDIN                      ST,,"(34.0163, -118.368)"
130300940,09/17/2013,09/10/2013,2200,03,Southwest,0314,310,BURGLARY,0344 1607 1602 1609,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 W  28TH                         ST,,"(34.0307, -118.328)"
130300981,10/08/2013,10/03/2013,2100,03,Southwest,0391,310,BURGLARY,0344 1402 1607,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4500    DON TONITO                   DR,,"(34.0054, -118.3536)"
130300990,10/12/2013,10/12/2013,1800,03,Southwest,0311,310,BURGLARY,1609 0344,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5500    BODEN                        ST,,"(34.027, -118.3661)"
130301024,10/24/2013,10/24/2013,0800,03,Southwest,0337,310,BURGLARY,0344 1607 1602 0358 1402,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2900    LA SALLE                     AV,,"(34.0291, -118.3054)"
130301076,11/15/2013,11/15/2013,1305,03,Southwest,0394,310,BURGLARY,0344 1402,48,M,B,501,SINGLE FAMILY DWELLING,,,JA,Juv Arrest,310,998,,,4100    3RD                          AV,,"(34.0108, -118.3204)"
130301091,11/22/2013,11/21/2013,2200,03,Southwest,0332,310,BURGLARY,1609 1402 0321,85,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3000    POTOMAC                      AV,,"(34.0276, -118.3439)"
130304068,01/02/2013,01/01/2013,1500,03,Southwest,0321,310,BURGLARY,1607 1602 0344 1202,65,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    CARMONA                      AV,,"(34.023, -118.3669)"
130304110,01/02/2013,01/02/2013,0845,03,Southwest,0341,310,BURGLARY,0344,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    FALLSGROVE                   ST,,"(34.021, -118.3671)"
130304119,01/02/2013,01/02/2013,1213,03,Southwest,0311,310,BURGLARY,0321 0344,45,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,5500    CARLIN                       ST,,"(34.031, -118.3632)"
130304321,01/05/2013,01/05/2013,1500,03,Southwest,0391,310,BURGLARY,1606 0344 0352,51,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    DON MIGUEL                   DR,,"(34.0038, -118.3573)"
130304331,01/06/2013,01/06/2013,1050,03,Southwest,0334,310,BURGLARY,0344 1238,54,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400 S  BRONSON                      AV,,"(34.0256, -118.3338)"
130304439,01/08/2013,01/07/2013,2300,03,Southwest,0395,310,BURGLARY,1402 0344 1300,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1700 W  41ST                         ST,,"(34.0099, -118.3089)"
130304701,01/12/2013,01/12/2013,1630,03,Southwest,0355,310,BURGLARY,1601 0344,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600    EXPOSITION                   BL,,"(34.0183, -118.3089)"
130304752,01/13/2013,01/13/2013,1100,03,Southwest,0335,310,BURGLARY,1822 0344 1607,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    8TH                          AV,,"(34.0286, -118.326)"
130304799,01/14/2013,01/14/2013,1155,03,Southwest,0373,310,BURGLARY,0329,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    CHERRYWOOD                   AV,,"(34.0201, -118.329)"
130304954,01/16/2013,01/10/2013,2100,03,Southwest,0354,310,BURGLARY,0344 1607,54,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    3RD                          AV,,"(34.0229, -118.3201)"
130305022,01/17/2013,01/17/2013,1130,03,Southwest,0307,310,BURGLARY,1607 1300 0913 0321,19,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    VIRGINIA                     RD,,"(34.0332, -118.3389)"
130305282,01/22/2013,01/22/2013,0845,03,Southwest,0341,310,BURGLARY,0344 1609 1607,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    ALSACE                       AV,,"(34.0184, -118.3579)"
130305430,01/24/2013,01/15/2013,0630,03,Southwest,0376,310,BURGLARY,0344 1202,61,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  HARVARD                      BL,,"(34.0174, -118.3067)"
130305431,01/24/2013,01/24/2013,1130,03,Southwest,0395,310,BURGLARY,0344 1607 0321,22,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  43RD                         ST,,"(34.0055, -118.3113)"
130305452,01/25/2013,01/25/2013,1230,03,Southwest,0395,310,BURGLARY,0310 1607 1602,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  41ST                         PL,,"(34.0082, -118.3089)"
130305472,01/25/2013,01/25/2013,1000,03,Southwest,0373,310,BURGLARY,1609 1309,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  NORTON                       AV,,"(34.0173, -118.3329)"
130305539,01/27/2013,01/19/2013,1040,03,Southwest,0353,310,BURGLARY,0344 0321,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    BUCKINGHAM                   RD,,"(34.0232, -118.3404)"
130305542,01/26/2013,01/26/2013,1100,03,Southwest,0353,310,BURGLARY,0344 0369 0321,59,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    MUIRFIELD                    RD,,"(34.0215, -118.3422)"
130305563,01/27/2013,01/27/2013,1030,03,Southwest,0355,310,BURGLARY,1607 1602 0358 0344,22,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500 S  GRAMERCY                     PL,,"(34.0246, -118.3138)"
130305725,01/28/2013,01/28/2013,1700,03,Southwest,0319,310,BURGLARY,1606 0352 1202,82,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    ESTRELLA                     AV,,"(34.0339, -118.2755)"
130305736,01/28/2013,01/28/2013,1030,03,Southwest,0391,310,BURGLARY,0377 0354 0344,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4400    DON DIABLO                   DR,,"(34.0085, -118.3501)"
130305741,01/30/2013,01/29/2013,2000,03,Southwest,0311,310,BURGLARY,0358 1607 0344,36,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,2600    CLYDE                        AV,,"(34.0325, -118.3669)"
130305797,01/31/2013,01/30/2013,1920,03,Southwest,0375,310,BURGLARY,0344 0352 1606,62,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    LEIGHTON                     AV,,"(34.0128, -118.3132)"
130305842,01/31/2013,01/31/2013,0800,03,Southwest,0341,310,BURGLARY,0344 0352 1402,51,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310,998,,,5600    COLISEUM                     ST,,"(34.0184, -118.3672)"
130305953,02/01/2013,02/01/2013,0900,03,Southwest,0308,310,BURGLARY,0344,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    PORTLAND                     ST,,"(34.0339, -118.281)"
130305987,02/02/2013,02/02/2013,1300,03,Southwest,0353,310,BURGLARY,1607 0344 1602,88,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    CHESAPEAKE                   AV,,"(34.0195, -118.3452)"
130306088,02/04/2013,02/02/2013,2100,03,Southwest,0375,310,BURGLARY,1607 0344,36,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  38TH                         PL,,"(34.0165, -118.3132)"
130306141,02/04/2013,02/02/2013,2000,03,Southwest,0375,310,BURGLARY,0344,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  VAN NESS                     AV,,"(34.0146, -118.3171)"
130306200,02/06/2013,02/06/2013,1050,03,Southwest,0363,310,BURGLARY,0444 0321 0344 0400,35,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    VICTORIA                     AV,,"(34.015, -118.337)"
