DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
131117112,09/10/2013,09/09/2013,1100,11,Northeast,1158,310,BURGLARY,0344,65,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    GLENMUIR                     AV,,"(34.0965, -118.2128)"
131117118,09/09/2013,09/08/2013,1000,11,Northeast,1136,310,BURGLARY,1607 0344,66,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4400    ELLENWOOD                    DR,,"(34.1253, -118.2222)"
131117174,09/10/2013,09/09/2013,1600,11,Northeast,1113,310,BURGLARY,0344,67,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,2500    KERWIN                       PL,,"(34.1361, -118.2228)"
131117247,09/11/2013,09/11/2013,0730,11,Northeast,1141,310,BURGLARY,0344 1607,55,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 N  NEW HAMPSHIRE                AV,,"(34.1054, -118.2929)"
131117370,09/15/2013,09/14/2013,1530,11,Northeast,1181,310,BURGLARY,0344 0114 1202,94,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200    WATERLOO                     ST,,"(34.0795, -118.2663)"
131117475,09/17/2013,09/16/2013,0700,11,Northeast,1172,310,BURGLARY,0344,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500    MOHAWK                       ST,,"(34.0834, -118.2628)"
131117489,09/17/2013,09/17/2013,1545,11,Northeast,1149,310,BURGLARY,1607 0344,45,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,100 S  AVENUE 55,,"(34.108, -118.1961)"
131117499,09/17/2013,09/16/2013,1500,11,Northeast,1172,310,BURGLARY,0344,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400    SILVER LAKE                  BL,,"(34.0848, -118.2712)"
131117532,09/18/2013,09/18/2013,1215,11,Northeast,1102,310,BURGLARY,0344,45,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,4000    RIGALI                       AV,,"(34.128, -118.2702)"
131117537,09/18/2013,09/18/2013,1330,11,Northeast,1123,310,BURGLARY,0344 0352,45,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    EDENHURST                    AV,,"(34.1194, -118.2622)"
131117557,09/18/2013,09/18/2013,0700,11,Northeast,1161,310,BURGLARY,0344,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 N  KENMORE                      AV,,"(34.0934, -118.2974)"
131117640,09/21/2013,09/21/2013,0245,11,Northeast,1176,310,BURGLARY,0329 1402 1607,61,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2300    DORRIS                       PL,,"(34.0915, -118.2369)"
131117652,09/21/2013,07/01/2013,1200,11,Northeast,1132,310,BURGLARY,0344,58,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    BRAEBURN                     WY,,"(34.1171, -118.2805)"
131117663,09/21/2013,09/17/2013,2000,11,Northeast,1112,310,BURGLARY,1402 0344 1307,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4500    ROUND TOP                    DR,,"(34.1322, -118.2292)"
131117772,09/23/2013,08/16/2013,0100,11,Northeast,1148,310,BURGLARY,0329 0344 1607,68,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700    MUSEUM                       DR,,"(34.1057, -118.2116)"
131117775,09/24/2013,09/24/2013,0730,11,Northeast,1143,310,BURGLARY,0344 1402,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3800    FRANKLIN                     AV,,"(34.1013, -118.2757)"
131117829,09/25/2013,09/24/2013,1800,11,Northeast,1138,310,BURGLARY,0344,30,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5700    ALDAMA                       ST,,"(34.1157, -118.1942)"
131117901,09/27/2013,09/26/2013,1830,11,Northeast,1195,310,BURGLARY,0344 1602,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400    STADIUM                      WY,,"(34.0714, -118.2353)"
131117940,09/27/2013,09/27/2013,1330,11,Northeast,1176,310,BURGLARY,0329 0344 1601,73,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    ALTMAN                       ST,,"(34.0912, -118.2391)"
131117964,09/28/2013,09/25/2013,2000,11,Northeast,1112,310,BURGLARY,1402 0344,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4500    ROUND TOP                    DR,,"(34.1322, -118.2292)"
131118075,09/30/2013,09/23/2013,1630,11,Northeast,1169,310,BURGLARY,0344,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5400    GLEN ELLEN                   PL,,"(34.1036, -118.1954)"
131118082,10/01/2013,10/01/2013,0515,11,Northeast,1141,310,BURGLARY,1401 0314,30,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1800 N  MARIPOSA                     AV,,"(34.1036, -118.2995)"
131118159,10/02/2013,10/02/2013,0750,11,Northeast,1112,310,BURGLARY,0344,31,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    WAWONA                       ST,,"(34.1266, -118.2278)"
131118188,10/03/2013,10/03/2013,0830,11,Northeast,1107,310,BURGLARY,0344,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500    OAK GROVE                    DR,,"(34.1313, -118.1986)"
131118189,10/03/2013,10/03/2013,0640,11,Northeast,1112,310,BURGLARY,0344,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500 W  AVENUE 41,,"(34.1319, -118.2312)"
131118190,10/03/2013,10/03/2013,1030,11,Northeast,1112,310,BURGLARY,0344 1202,77,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500 W  AVENUE 41,,"(34.1319, -118.2312)"
131118191,10/03/2013,10/03/2013,1600,11,Northeast,1144,310,BURGLARY,0344 1202,86,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700    ARMSTRONG                    AV,,"(34.1053, -118.2654)"
131118238,10/04/2013,09/30/2013,1430,11,Northeast,1109,310,BURGLARY,1402 0344 0352,76,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,5100    MONTE BONITO                 DR,,"(34.1392, -118.1898)"
131118364,10/07/2013,10/06/2013,1400,11,Northeast,1144,310,BURGLARY,0344,51,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100    MEADOW VALLEY                TR,,"(34.0991, -118.2716)"
131118390,10/07/2013,08/29/2013,1530,11,Northeast,1113,310,BURGLARY,1609 0344,67,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    ROUND TOP                    DR,,"(34.1361, -118.2259)"
131118402,10/07/2013,09/25/2013,0001,11,Northeast,1148,310,BURGLARY,0344,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700    DANFORTH                     DR,,"(34.1061, -118.215)"
131118459,10/09/2013,10/08/2013,0930,11,Northeast,1149,310,BURGLARY,0344,57,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 S  AVENUE 56,,"(34.109, -118.194)"
131118511,10/09/2013,10/09/2013,1300,11,Northeast,1112,310,BURGLARY,1607 0344 0321,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    COLLEGE VIEW                 PL,,"(34.1274, -118.2213)"
131118523,10/09/2013,10/09/2013,0800,11,Northeast,1112,310,BURGLARY,1607 0321,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300 W  AVENUE 41,,"(34.1294, -118.2307)"
131118526,10/09/2013,10/09/2013,0730,11,Northeast,1135,310,BURGLARY,1607 0344,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    YORK                         BL,,"(34.1246, -118.2367)"
131118548,10/10/2013,10/10/2013,1530,11,Northeast,1132,310,BURGLARY,1609 0314,27,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    ARBOLADA                     RD,,"(34.1147, -118.2736)"
131118560,10/10/2013,10/09/2013,2200,11,Northeast,1124,310,BURGLARY,1609 0344,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    DREW                         ST,,"(34.1199, -118.2431)"
131118582,10/11/2013,10/11/2013,1645,11,Northeast,1116,310,BURGLARY,0344 1402 1601,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,600 N  AVENUE 53,,"(34.1134, -118.2016)"
131118661,10/13/2013,10/03/2013,1200,11,Northeast,1176,310,BURGLARY,0344,53,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    GATEWOOD                     ST,,"(34.0881, -118.2326)"
131118698,10/14/2013,10/13/2013,1430,11,Northeast,1123,310,BURGLARY,0344 1601,69,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    BOYCE                        AV,,"(34.1218, -118.2616)"
131118727,10/14/2013,10/13/2013,1630,11,Northeast,1135,310,BURGLARY,0344,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    FILION                       ST,,"(34.1245, -118.2362)"
131118742,10/14/2013,10/14/2013,1330,11,Northeast,1153,310,BURGLARY,0344,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    LOS BONITOS                  WY,,"(34.1099, -118.3043)"
131118803,10/15/2013,10/15/2013,1045,11,Northeast,1105,310,BURGLARY,0344 0352 0321 1402,45,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,5200    LOCKHAVEN                    AV,,"(34.1426, -118.224)"
131118845,10/15/2013,10/15/2013,0830,11,Northeast,1133,310,BURGLARY,1609 0344 0321,51,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    LA CLEDE                     AV,,"(34.1158, -118.2531)"
131118910,10/16/2013,10/16/2013,0730,11,Northeast,1133,310,BURGLARY,1402 0344,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3000    GRACIA                       ST,,"(34.1116, -118.2595)"
131118918,10/17/2013,10/13/2013,2300,11,Northeast,1172,310,BURGLARY,0344,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,480,,,1700    SILVER LAKE                  BL,,"(34.0893, -118.2685)"
131119035,10/20/2013,10/19/2013,1150,11,Northeast,1158,310,BURGLARY,0344 1607 1402,59,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,400    CANYON VISTA                 DR,,"(34.098, -118.2123)"
131119040,10/20/2013,10/19/2013,1100,11,Northeast,1134,310,BURGLARY,1606 0321 2000 1814,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700    ESTARA                       AV,,"(34.1145, -118.2376)"
131119057,10/20/2013,10/19/2013,1600,11,Northeast,1144,310,BURGLARY,0344 1402,31,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3000    FERNWOOD                     AV,,"(34.0997, -118.2694)"
131119105,10/21/2013,10/21/2013,1100,11,Northeast,1113,310,BURGLARY,0324 0344 1607,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2400    LOY                          LN,,"(34.1379, -118.2196)"
131119114,10/21/2013,10/21/2013,0830,11,Northeast,1174,310,BURGLARY,1601 0321 0344,67,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100    AVON                         ST,,"(34.0885, -118.2474)"
131119136,10/21/2013,10/21/2013,1345,11,Northeast,1107,310,BURGLARY,0344,31,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    NOLDEN                       ST,,"(34.1296, -118.1938)"
131119173,10/22/2013,09/28/2013,1200,11,Northeast,1142,310,BURGLARY,1609 0344,37,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,4400    CLARISSA                     AV,,"(34.1069, -118.2852)"
131119174,10/22/2013,10/22/2013,1200,11,Northeast,1123,310,BURGLARY,1609 0344 0321,72,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    REVERE                       AV,,"(34.1241, -118.2622)"
131119178,10/22/2013,10/22/2013,0830,11,Northeast,1133,310,BURGLARY,1601 0344 1402,62,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3100    GARDEN                       AV,,"(34.1105, -118.253)"
131119260,10/24/2013,10/23/2013,0900,11,Northeast,1141,310,BURGLARY,0344 1607,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 N  EDGEMONT                     ST,,"(34.1018, -118.2962)"
131119325,10/25/2013,10/24/2013,0645,11,Northeast,1181,310,BURGLARY,1601 0344,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300    MCCOLLUM                     ST,,"(34.0816, -118.2686)"
131119452,10/28/2013,10/28/2013,1600,11,Northeast,1148,310,BURGLARY,0344,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    GLENALBYN                    DR,,"(34.1031, -118.2111)"
131119453,10/28/2013,10/28/2013,0920,11,Northeast,1148,310,BURGLARY,0344 1402,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4400    BEAUVAIS                     AV,,"(34.1011, -118.2124)"
131119510,10/30/2013,10/29/2013,0800,11,Northeast,1129,310,BURGLARY,0344,25,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6400    ROBLE                        AV,,"(34.1135, -118.182)"
131119540,10/28/2013,10/25/2013,1000,11,Northeast,1124,310,BURGLARY,0344,27,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 W  AVENUE 35,,"(34.1179, -118.2378)"
131119582,10/31/2013,10/31/2013,0700,11,Northeast,1136,310,BURGLARY,1607 0344,44,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,4800    TOLAND                       WY,,"(34.1182, -118.2129)"
131119690,11/03/2013,10/01/2013,1200,11,Northeast,1148,310,BURGLARY,0344,44,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    GLENALBYN                    DR,,"(34.1012, -118.209)"
131119723,11/04/2013,11/03/2013,1800,11,Northeast,1144,310,BURGLARY,0344 1607 1402,63,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2500    MICHELTORENA                 ST,,"(34.1052, -118.2699)"
131119757,11/04/2013,11/04/2013,1645,11,Northeast,1138,310,BURGLARY,1601 0321 0344 1402,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,6100    OUTLOOK                      AV,,"(34.1153, -118.1896)"
131119823,11/05/2013,11/05/2013,1100,11,Northeast,1145,310,BURGLARY,1607 0321,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    LAKE VIEW                    AV,,"(34.0976, -118.2545)"
131119825,11/05/2013,11/05/2013,1600,11,Northeast,1153,310,BURGLARY,1607 1202,86,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    LOS FELIZ                    BL,,"(34.1091, -118.3028)"
131119830,11/05/2013,10/31/2013,1350,11,Northeast,1119,310,BURGLARY,0344,54,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6100    BUENA VISTA                  TR,,"(34.1318, -118.1891)"
131119859,11/06/2013,11/06/2013,1200,11,Northeast,1176,310,BURGLARY,0344,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    ELMGROVE                     ST,,"(34.087, -118.2311)"
131119963,11/08/2013,11/07/2013,2130,11,Northeast,1151,310,BURGLARY,0344,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 N  ALEXANDRIA                   AV,,"(34.0967, -118.2983)"
131120082,11/11/2013,11/11/2013,1330,11,Northeast,1158,310,BURGLARY,0344 1402,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3700    GLENALBYN                    DR,,"(34.0919, -118.216)"
131120158,11/13/2013,11/13/2013,1230,11,Northeast,1133,310,BURGLARY,1607 0344,49,F,F,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,3300    MADERA                       AV,,"(34.1132, -118.2576)"
131120299,11/17/2013,11/16/2013,0930,11,Northeast,1116,310,BURGLARY,,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000 N  AVENUE 51,,"(34.1168, -118.2051)"
131120302,11/17/2013,11/07/2013,1030,11,Northeast,1172,310,BURGLARY,0344 1607,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600    SILVERWOOD                   TR,,"(34.0871, -118.2681)"
131120367,11/18/2013,11/18/2013,0915,11,Northeast,1172,310,BURGLARY,0344 0321,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    APEX                         AV,,"(34.0911, -118.2619)"
131120372,11/18/2013,11/18/2013,1230,11,Northeast,1116,310,BURGLARY,0344 1607,37,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  AVENUE 52,,"(34.1159, -118.2038)"
131120378,11/18/2013,11/18/2013,0620,11,Northeast,1172,310,BURGLARY,0344 0321,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    APEX                         AV,,"(34.0911, -118.2619)"
131120430,11/20/2013,11/18/2013,1900,11,Northeast,1125,310,BURGLARY,0344,48,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900    RANGE VIEW                   AV,,"(34.1245, -118.2083)"
131120459,11/20/2013,11/20/2013,0950,11,Northeast,1136,310,BURGLARY,0344 0321,57,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    DIVISION                     ST,,"(34.1164, -118.223)"
131120483,11/21/2013,11/20/2013,0830,11,Northeast,1147,310,BURGLARY,0344 1601 0321,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    ISABEL                       DR,,"(34.104, -118.2307)"
131120577,11/22/2013,11/22/2013,0645,11,Northeast,1158,310,BURGLARY,0344 1601 1402,34,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,400    DEL NORTE                    ST,,"(34.0909, -118.2138)"
131120578,11/22/2013,11/22/2013,0730,11,Northeast,1102,310,BURGLARY,0311 0344 1601 1607,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    BRUNSWICK                    AV,,"(34.1268, -118.2671)"
131120610,11/24/2013,11/23/2013,2340,11,Northeast,1161,310,BURGLARY,1402 0907 1607,73,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,1200 N  ALEXANDRIA                   AV,,"(34.0931, -118.2984)"
131120677,11/25/2013,11/25/2013,1130,11,Northeast,1109,310,BURGLARY,1202 0344 0380 0321,72,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    HILL                         DR,,"(34.1435, -118.2063)"
131120779,11/27/2013,11/27/2013,0900,11,Northeast,1142,310,BURGLARY,0344 1601 1608,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    RODNEY                       DR,,"(34.1036, -118.2896)"
131120780,11/27/2013,11/27/2013,0930,11,Northeast,1158,310,BURGLARY,0329 0344 1607,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400 W  AVENUE 42,,"(34.0975, -118.2136)"
131120852,11/30/2013,11/29/2013,1700,11,Northeast,1153,310,BURGLARY,0344 1202,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    LOS BONITOS                  WY,,"(34.1099, -118.3043)"
131120904,12/01/2013,12/01/2013,0900,11,Northeast,1125,310,BURGLARY,0344,55,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 N  AVENUE 50,,"(34.1232, -118.2064)"
131120905,12/01/2013,12/01/2013,1100,11,Northeast,1147,310,BURGLARY,0344,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3200    ISABEL                       DR,,"(34.1034, -118.2316)"
131120932,12/02/2013,11/22/2013,1130,11,Northeast,1129,310,BURGLARY,0344,67,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6700    COMET                        ST,,"(34.1205, -118.1708)"
131120952,12/02/2013,12/02/2013,0615,11,Northeast,1133,310,BURGLARY,0344,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    HOLLYDALE                    DR,,"(34.1119, -118.2591)"
131120966,12/02/2013,12/02/2013,1615,11,Northeast,1133,310,BURGLARY,0329 0344 1601 1402,74,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3100    GLENHURST                    AV,,"(34.1102, -118.2557)"
131120983,12/03/2013,12/02/2013,1900,11,Northeast,1169,310,BURGLARY,0344,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900 N  FIGUEROA                     ST,,"(34.1023, -118.203)"
131121004,12/03/2013,12/03/2013,1245,11,Northeast,1119,310,BURGLARY,0344 1402,41,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,6200    ANNAN                        WY,,"(34.1298, -118.1856)"
131121063,12/05/2013,12/04/2013,1500,11,Northeast,1128,310,BURGLARY,0344,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300    VISTA                        PL,,"(34.1201, -118.1813)"
131121094,12/05/2013,12/05/2013,0800,11,Northeast,1109,310,BURGLARY,1607 0344,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200    EAGLE VISTA                  DR,,"(34.1421, -118.1902)"
131121137,12/06/2013,12/06/2013,1400,11,Northeast,1142,310,BURGLARY,0344 1608 1402,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1800    RODNEY                       DR,,"(34.1036, -118.2896)"
131121214,12/09/2013,12/09/2013,0810,11,Northeast,1147,310,BURGLARY,1402 0344 1607,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1700    KILBOURN                     ST,,"(34.1017, -118.2295)"
131414646,06/01/2013,06/01/2013,0400,14,Pacific,1441,310,BURGLARY,0344,43,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2200    GRAND CANAL                  CT,,"(33.9849, -118.4683)"
131121265,12/10/2013,12/10/2013,0800,11,Northeast,1129,310,BURGLARY,0344,59,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6700    ELGIN                        ST,,"(34.1164, -118.1749)"
131121424,12/14/2013,12/11/2013,1200,11,Northeast,1129,310,BURGLARY,1601 0344,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 N  AVENUE 65,,"(34.1202, -118.1766)"
131121545,12/17/2013,12/13/2013,1800,11,Northeast,1125,310,BURGLARY,0344 1607,65,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400    CAMPUS                       RD,,"(34.1223, -118.2109)"
131121548,12/17/2013,12/17/2013,0100,11,Northeast,1153,310,BURGLARY,0314 1606,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    LOS BONITOS                  WY,,"(34.1099, -118.3043)"
131121575,12/17/2013,12/16/2013,1430,11,Northeast,1144,310,BURGLARY,1402 1607 0344,68,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1900    GRIFFITH PARK                BL,,"(34.0966, -118.2749)"
131121735,12/20/2013,12/20/2013,1600,11,Northeast,1151,310,BURGLARY,1402 0321 0400,34,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1400 N  NEW HAMPSHIRE                AV,,"(34.0969, -118.2929)"
131121882,12/25/2013,12/21/2013,1730,11,Northeast,1109,310,BURGLARY,0344 1605,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5100    MOUNT ROYAL                  DR,,"(34.1394, -118.2033)"
131121945,12/27/2013,12/21/2013,0600,11,Northeast,1148,310,BURGLARY,1402 1601 0344,35,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,4800    ALDAMA                       ST,,"(34.1102, -118.2101)"
131121946,12/27/2013,12/27/2013,1235,11,Northeast,1189,310,BURGLARY,0344,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    ARROYO SECO                  AV,,"(34.0867, -118.2171)"
131121974,12/28/2013,12/27/2013,1400,11,Northeast,1128,310,BURGLARY,1605 0344 1402,43,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,998,,,500    LEWIS                        ST,,"(34.1227, -118.1802)"
131121978,12/28/2013,12/15/2013,1200,11,Northeast,1142,310,BURGLARY,0344 1402,,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1800 N  COMMONWEALTH                 AV,,"(34.1036, -118.2852)"
131122027,12/30/2013,12/27/2013,1230,11,Northeast,1174,310,BURGLARY,0344,75,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100    PRINCETON                    AV,,"(34.0891, -118.2494)"
131122085,12/31/2013,12/31/2013,0945,11,Northeast,1142,310,BURGLARY,0344 1607 0321 0314,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    RODNEY                       DR,,"(34.1036, -118.2896)"
131200507,01/10/2013,01/10/2013,1530,12,77th Street,1255,310,BURGLARY,1202 1602 0344 0352 1601,73,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  76TH                         ST,,"(33.9711, -118.294)"
131200522,01/28/2013,01/27/2013,0900,12,77th Street,1242,310,BURGLARY,0344 1606 1822,24,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6000    5TH                          AV,,"(33.9855, -118.3225)"
131200524,01/28/2013,01/28/2013,0850,12,77th Street,1213,310,BURGLARY,1607 0321 1822 0344 1402,61,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,5500 S  WILTON                       PL,,"(33.9925, -118.3149)"
131200641,05/20/2013,05/19/2013,1415,12,77th Street,1203,310,BURGLARY,0321 0329 1402 1822 1607 1202,67,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800 S  VAN NESS                     AV,,"(34.0001, -118.3171)"
131200642,05/20/2013,05/17/2013,1230,12,77th Street,1269,310,BURGLARY,1605 0344 1822,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 E  82ND                         ST,,"(33.9647, -118.2651)"
